GCM,RCP,Timestep,TransitionGroup,GroupType,Mean,Lower,Upper
CanESM2,rcp45,2088,AGRICULTURAL CHANGE: Perennial->Annual [Type],Type,7.297435897435897,1,18
CanESM2,rcp45,2088,AGRICULTURAL CONTRACTION,Group,104.1775,63.975,222
CanESM2,rcp45,2088,AGRICULTURAL CONTRACTION: Annual->Forest [Type],Type,10.734335839598998,2,26.060000000000002
CanESM2,rcp45,2088,AGRICULTURAL CONTRACTION: Annual->Grassland [Type],Type,57.405,26,126
CanESM2,rcp45,2088,AGRICULTURAL CONTRACTION: Annual->Shrubland [Type],Type,10.479899497487438,2,25
CanESM2,rcp45,2088,AGRICULTURAL CONTRACTION: Annual->Wetland [Type],Type,9.8425,2,21
CanESM2,rcp45,2088,AGRICULTURAL CONTRACTION: Perennial->Forest [Type],Type,2.2690763052208833,1,6
CanESM2,rcp45,2088,AGRICULTURAL CONTRACTION: Perennial->Grassland [Type],Type,12.078481012658228,1,42
CanESM2,rcp45,2088,AGRICULTURAL CONTRACTION: Perennial->Shrubland [Type],Type,2.475,1,6.6299999999999955
CanESM2,rcp45,2088,AGRICULTURAL CONTRACTION: Perennial->Wetland [Type],Type,1.7,1,4
CanESM2,rcp45,2088,AGRICULTURAL EXPANSION,Group,141.62,46.975,231
CanESM2,rcp45,2088,AGRICULTURAL EXPANSION: Forest->Annual [Type],Type,14.545,3,34.02999999999997
CanESM2,rcp45,2088,AGRICULTURAL EXPANSION: Forest->Perennial [Type],Type,14.605,3,35
CanESM2,rcp45,2088,AGRICULTURAL EXPANSION: Grassland->Annual [Type],Type,42.755,9,73.02999999999997
CanESM2,rcp45,2088,AGRICULTURAL EXPANSION: Grassland->Perennial [Type],Type,42.27,9,71.02999999999997
CanESM2,rcp45,2088,AGRICULTURAL EXPANSION: Shrubland->Annual [Type],Type,10.399497487437186,2,22
CanESM2,rcp45,2088,AGRICULTURAL EXPANSION: Shrubland->Perennial [Type],Type,10.04,2,23
CanESM2,rcp45,2088,AGRICULTURAL EXPANSION: Wetland->Annual [Type],Type,3.893150684931507,1,9
CanESM2,rcp45,2088,AGRICULTURAL EXPANSION: Wetland->Perennial [Type],Type,3.778975741239892,1,8
CanESM2,rcp45,2088,FIRE,Group,2059.0175438596493,1073.65,2888.88
CanESM2,rcp45,2088,FIRE: Forest,Group,1519.405,693.625,2234.5399999999995
CanESM2,rcp45,2088,FIRE: Forest High Severity [Type],Type,154.15,63.975,235
CanESM2,rcp45,2088,FIRE: Forest Low Severity [Type],Type,1017.175,457.9,1511.1499999999999
CanESM2,rcp45,2088,FIRE: Forest Medium Severity [Type],Type,348.08,156,524.03
CanESM2,rcp45,2088,FIRE: Grassland,Group,309.1375,110.85000000000002,554.4199999999996
CanESM2,rcp45,2088,FIRE: Grassland High Severity [Type],Type,31.3375,9,58.02999999999997
CanESM2,rcp45,2088,FIRE: Grassland Low Severity [Type],Type,206.6175,74,371.0899999999999
CanESM2,rcp45,2088,FIRE: Grassland Medium Severity [Type],Type,71.1825,21.975,130
CanESM2,rcp45,2088,FIRE: High Severity,Group,209.21,103,302.0899999999999
CanESM2,rcp45,2088,FIRE: Low Severity,Group,1378.2425,730.5500000000001,1924.3199999999988
CanESM2,rcp45,2088,FIRE: Medium Severity,Group,472.0675,242,678
CanESM2,rcp45,2088,FIRE: Shrubland,Group,230.9775,87.975,407.05999999999995
CanESM2,rcp45,2088,FIRE: Shrubland High Severity [Type],Type,23.7225,7,44
CanESM2,rcp45,2088,FIRE: Shrubland Low Severity [Type],Type,154.45,58.975,272.03
CanESM2,rcp45,2088,FIRE: Shrubland Medium Severity [Type],Type,52.805,17.975,90.02999999999997
CanESM2,rcp45,2088,HARVEST,Group,713.195,251.975,1124.1499999999999
CanESM2,rcp45,2088,INSECTS,Group,2825.7425,55.15000000000005,5464.66
CanESM2,rcp45,2088,INSECTS: High Severity [Type],Type,10.1,2.7250000000000014,19.329999999999984
CanESM2,rcp45,2088,INSECTS: Low Severity [Type],Type,2879.576923076923,314.15000000000003,5448.26
CanESM2,rcp45,2088,INSECTS: Medium Severity [Type],Type,8.721784776902886,2,16
CanESM2,rcp45,2088,MANAGEMENT: Forest Clearcut [Type],Type,403.575,158,635.03
CanESM2,rcp45,2088,MANAGEMENT: Forest Thinning [Type],Type,309.62,93.975,510
CanESM2,rcp45,2088,MANAGEMENT: Orchard Removal [Type],Type,579.42,239.85000000000002,934.03
CanESM2,rcp45,2088,URBANIZATION,Group,75.99749373433583,4,238.12
CanESM2,rcp45,2088,URBANIZATION: Annual->Developed [Type],Type,19.247448979591837,1,58
CanESM2,rcp45,2088,URBANIZATION: Forest->Developed [Type],Type,12.128851540616246,1,45
CanESM2,rcp45,2088,URBANIZATION: Grassland->Developed [Type],Type,13.857142857142858,1,47.89999999999998
CanESM2,rcp45,2088,URBANIZATION: Perennial->Developed [Type],Type,18.367021276595743,1,58
CanESM2,rcp45,2088,URBANIZATION: Shrubland->Developed [Type],Type,17.92128279883382,1,43.74000000000001
CanESM2,rcp45,2088,URBANIZATION: Wetland->Developed [Type],Type,1.5209580838323353,1,4.019999999999982
CanESM2,rcp45,2089,AGRICULTURAL CHANGE,Group,104.7025,53,156.05999999999995
CanESM2,rcp45,2089,AGRICULTURAL CHANGE: Annual->Perennial [Type],Type,97.8575,46.975,148
CanESM2,rcp45,2089,AGRICULTURAL CHANGE: Perennial->Annual [Type],Type,7.074935400516796,1,18.420000000000016
CanESM2,rcp45,2089,AGRICULTURAL CONTRACTION,Group,105.5225,63,220.02999999999997
CanESM2,rcp45,2089,AGRICULTURAL CONTRACTION: Annual->Forest [Type],Type,10.753768844221106,2,26.089999999999975
CanESM2,rcp45,2089,AGRICULTURAL CONTRACTION: Annual->Grassland [Type],Type,57.7375,23,131.02999999999997
CanESM2,rcp45,2089,AGRICULTURAL CONTRACTION: Annual->Shrubland [Type],Type,10.798994974874372,2,24
CanESM2,rcp45,2089,AGRICULTURAL CONTRACTION: Annual->Wetland [Type],Type,9.7625,3,20.029999999999973
CanESM2,rcp45,2089,AGRICULTURAL CONTRACTION: Perennial->Forest [Type],Type,2.2313432835820897,1,6
CanESM2,rcp45,2089,AGRICULTURAL CONTRACTION: Perennial->Grassland [Type],Type,12.997455470737913,2,43
CanESM2,rcp45,2089,AGRICULTURAL CONTRACTION: Perennial->Shrubland [Type],Type,2.3493150684931505,1,6
CanESM2,rcp45,2089,AGRICULTURAL CONTRACTION: Perennial->Wetland [Type],Type,1.4662576687116564,1,4
CanESM2,rcp45,2089,AGRICULTURAL EXPANSION,Group,144.535,48,234.02999999999997
CanESM2,rcp45,2089,AGRICULTURAL EXPANSION: Forest->Annual [Type],Type,14.61,3,33
CanESM2,rcp45,2089,AGRICULTURAL EXPANSION: Forest->Perennial [Type],Type,14.475,3,33
CanESM2,rcp45,2089,AGRICULTURAL EXPANSION: Grassland->Annual [Type],Type,43.6525,10.975000000000001,73.02999999999997
CanESM2,rcp45,2089,AGRICULTURAL EXPANSION: Grassland->Perennial [Type],Type,44.1275,10,73.02999999999997
CanESM2,rcp45,2089,AGRICULTURAL EXPANSION: Shrubland->Annual [Type],Type,10.06516290726817,2,22.060000000000002
CanESM2,rcp45,2089,AGRICULTURAL EXPANSION: Shrubland->Perennial [Type],Type,9.997493734335839,2,21
CanESM2,rcp45,2089,AGRICULTURAL EXPANSION: Wetland->Annual [Type],Type,4.140161725067386,1,9
CanESM2,rcp45,2089,AGRICULTURAL EXPANSION: Wetland->Perennial [Type],Type,4.093833780160858,1,9
CanESM2,rcp45,2089,FIRE,Group,1449.2625,762.75,2149.21
CanESM2,rcp45,2089,FIRE: Forest,Group,995.885,474.90000000000003,1520
CanESM2,rcp45,2089,FIRE: Forest High Severity [Type],Type,101.5125,48,158.02999999999997
CanESM2,rcp45,2089,FIRE: Forest Low Severity [Type],Type,665.6725,319.9,1020.06
CanESM2,rcp45,2089,FIRE: Forest Medium Severity [Type],Type,228.7,107.975,353.03
CanESM2,rcp45,2089,FIRE: Grassland,Group,242.57,81.875,450.26999999999975
CanESM2,rcp45,2089,FIRE: Grassland High Severity [Type],Type,24.4,6,48.02999999999997
CanESM2,rcp45,2089,FIRE: Grassland Low Severity [Type],Type,162.6325,55.975,308.05999999999995
CanESM2,rcp45,2089,FIRE: Grassland Medium Severity [Type],Type,55.5375,16,110
CanESM2,rcp45,2089,FIRE: High Severity,Group,147.38,78.97500000000001,219
CanESM2,rcp45,2089,FIRE: Low Severity,Group,968.795,497,1439
CanESM2,rcp45,2089,FIRE: Medium Severity,Group,333.0875,176.9,477.2099999999998
CanESM2,rcp45,2089,FIRE: Shrubland,Group,210.8075,83,364.2399999999998
CanESM2,rcp45,2089,FIRE: Shrubland High Severity [Type],Type,21.4675,6,43
CanESM2,rcp45,2089,FIRE: Shrubland Low Severity [Type],Type,140.49,56,247.05999999999995
CanESM2,rcp45,2089,FIRE: Shrubland Medium Severity [Type],Type,48.85,18,88.02999999999997
CanESM2,rcp45,2089,HARVEST,Group,721.365,269.62500000000006,1134.12
CanESM2,rcp45,2089,INSECTS,Group,2915.085,40.80000000000001,5811.489999999998
CanESM2,rcp45,2089,INSECTS: High Severity [Type],Type,15.47214854111406,4,28.71999999999997
CanESM2,rcp45,2089,INSECTS: Low Severity [Type],Type,2964.321243523316,476,5821.8499999999985
CanESM2,rcp45,2089,INSECTS: Medium Severity [Type],Type,12.253807106598984,2,23
CanESM2,rcp45,2089,MANAGEMENT: Forest Clearcut [Type],Type,412.3625,166.97500000000002,650.03
CanESM2,rcp45,2089,MANAGEMENT: Forest Thinning [Type],Type,309.0025,95.975,507.0899999999999
CanESM2,rcp45,2089,MANAGEMENT: Orchard Removal [Type],Type,555.135,237.97500000000002,921.0899999999999
CanESM2,rcp45,2089,URBANIZATION,Group,74.05,3,243.02999999999997
CanESM2,rcp45,2089,URBANIZATION: Annual->Developed [Type],Type,17.91392405063291,1,55.18000000000001
CanESM2,rcp45,2089,URBANIZATION: Forest->Developed [Type],Type,12.573033707865168,1,49
CanESM2,rcp45,2089,URBANIZATION: Grassland->Developed [Type],Type,13.34840425531915,1,50
CanESM2,rcp45,2089,URBANIZATION: Perennial->Developed [Type],Type,17.45118733509235,1,56.65999999999997
CanESM2,rcp45,2089,URBANIZATION: Shrubland->Developed [Type],Type,18.131964809384165,1,50.60000000000002
CanESM2,rcp45,2089,URBANIZATION: Wetland->Developed [Type],Type,1.5949367088607596,1,4
CanESM2,rcp45,2090,AGRICULTURAL CHANGE,Group,103.55,51.975,159
CanESM2,rcp45,2090,AGRICULTURAL CHANGE: Annual->Perennial [Type],Type,96.8975,47.975,153
CanESM2,rcp45,2090,AGRICULTURAL CHANGE: Perennial->Annual [Type],Type,6.788265306122449,1,18
CanESM2,rcp45,2090,AGRICULTURAL CONTRACTION,Group,103.5275,64,216.02999999999997
CanESM2,rcp45,2090,AGRICULTURAL CONTRACTION: Annual->Forest [Type],Type,10.94486215538847,2,26
CanESM2,rcp45,2090,AGRICULTURAL CONTRACTION: Annual->Grassland [Type],Type,55.105,25,124.02999999999997
CanESM2,rcp45,2090,AGRICULTURAL CONTRACTION: Annual->Shrubland [Type],Type,10.75689223057644,2,24.060000000000002
CanESM2,rcp45,2090,AGRICULTURAL CONTRACTION: Annual->Wetland [Type],Type,10.3025,3,20.059999999999945
CanESM2,rcp45,2090,AGRICULTURAL CONTRACTION: Perennial->Forest [Type],Type,2.1076923076923078,1,6
CanESM2,rcp45,2090,AGRICULTURAL CONTRACTION: Perennial->Grassland [Type],Type,12.967088607594937,2,45.18000000000001
CanESM2,rcp45,2090,AGRICULTURAL CONTRACTION: Perennial->Shrubland [Type],Type,2.2318339100346023,1,6
CanESM2,rcp45,2090,AGRICULTURAL CONTRACTION: Perennial->Wetland [Type],Type,1.5222222222222221,1,3
CanESM2,rcp45,2090,AGRICULTURAL EXPANSION,Group,142.3475,48,230.02999999999997
CanESM2,rcp45,2090,AGRICULTURAL EXPANSION: Forest->Annual [Type],Type,14.095,3,33.02999999999997
CanESM2,rcp45,2090,AGRICULTURAL EXPANSION: Forest->Perennial [Type],Type,14.205513784461154,3,34
CanESM2,rcp45,2090,AGRICULTURAL EXPANSION: Grassland->Annual [Type],Type,43.3175,11,71
CanESM2,rcp45,2090,AGRICULTURAL EXPANSION: Grassland->Perennial [Type],Type,42.6525,11,70
CanESM2,rcp45,2090,AGRICULTURAL EXPANSION: Shrubland->Annual [Type],Type,10.045,2,21
CanESM2,rcp45,2090,AGRICULTURAL EXPANSION: Shrubland->Perennial [Type],Type,10.336683417085426,2,23
CanESM2,rcp45,2090,AGRICULTURAL EXPANSION: Wetland->Annual [Type],Type,4.1462765957446805,1,10
CanESM2,rcp45,2090,AGRICULTURAL EXPANSION: Wetland->Perennial [Type],Type,4.025906735751295,1,9
CanESM2,rcp45,2090,FIRE,Group,2150.26,1180.2,3128.989999999999
CanESM2,rcp45,2090,FIRE: Forest,Group,1529.625,817.95,2312.1399999999985
CanESM2,rcp45,2090,FIRE: Forest High Severity [Type],Type,155.59,76.94999999999999,234.05999999999995
CanESM2,rcp45,2090,FIRE: Forest Low Severity [Type],Type,1025.365,548.75,1546.3899999999996
CanESM2,rcp45,2090,FIRE: Forest Medium Severity [Type],Type,348.67,183,528.0899999999999
CanESM2,rcp45,2090,FIRE: Grassland,Group,340.6875,116.72500000000001,625.2699999999998
CanESM2,rcp45,2090,FIRE: Grassland High Severity [Type],Type,34.805,10,72
CanESM2,rcp45,2090,FIRE: Grassland Low Severity [Type],Type,228.14,79.85000000000001,411.03
CanESM2,rcp45,2090,FIRE: Grassland Medium Severity [Type],Type,77.7425,25,145
CanESM2,rcp45,2090,FIRE: High Severity,Group,219.2775,117.92500000000001,325.05999999999995
CanESM2,rcp45,2090,FIRE: Low Severity,Group,1440.89,801.95,2087.0299999999997
CanESM2,rcp45,2090,FIRE: Medium Severity,Group,490.0925,272.95000000000005,715.1499999999999
CanESM2,rcp45,2090,FIRE: Shrubland,Group,279.9475,114.95000000000002,477.17999999999984
CanESM2,rcp45,2090,FIRE: Shrubland High Severity [Type],Type,28.8825,11,53.08999999999992
CanESM2,rcp45,2090,FIRE: Shrubland Low Severity [Type],Type,187.385,77.975,315.05999999999995
CanESM2,rcp45,2090,FIRE: Shrubland Medium Severity [Type],Type,63.68,25,113.11999999999989
CanESM2,rcp45,2090,HARVEST,Group,709.705,247.975,1129.1499999999999
CanESM2,rcp45,2090,INSECTS,Group,3096.09,440.72500000000014,6041
CanESM2,rcp45,2090,INSECTS: High Severity [Type],Type,14.123393316195372,2.700000000000001,27.360000000000014
CanESM2,rcp45,2090,INSECTS: Low Severity [Type],Type,3118.52538071066,561.6750000000001,6016.1
CanESM2,rcp45,2090,INSECTS: Medium Severity [Type],Type,11.16578947368421,2,21
CanESM2,rcp45,2090,MANAGEMENT: Forest Clearcut [Type],Type,406.8975,162.82500000000002,639.03
CanESM2,rcp45,2090,MANAGEMENT: Forest Thinning [Type],Type,302.8075,92,505.0899999999999
CanESM2,rcp45,2090,MANAGEMENT: Orchard Removal [Type],Type,562.935,242.97500000000002,940
CanESM2,rcp45,2090,URBANIZATION,Group,74.1825,4,255.05999999999995
CanESM2,rcp45,2090,URBANIZATION: Annual->Developed [Type],Type,18.373096446700508,1.825000000000001,54.41999999999996
CanESM2,rcp45,2090,URBANIZATION: Forest->Developed [Type],Type,13.005698005698006,1,47
CanESM2,rcp45,2090,URBANIZATION: Grassland->Developed [Type],Type,13.050131926121372,1,54
CanESM2,rcp45,2090,URBANIZATION: Perennial->Developed [Type],Type,17.55235602094241,1,61.56999999999999
CanESM2,rcp45,2090,URBANIZATION: Shrubland->Developed [Type],Type,17.95795795795796,1,50.07999999999993
CanESM2,rcp45,2090,URBANIZATION: Wetland->Developed [Type],Type,1.5866666666666667,1,4
CanESM2,rcp45,2091,AGRICULTURAL CHANGE,Group,105.94,51,161.02999999999997
CanESM2,rcp45,2091,AGRICULTURAL CHANGE: Annual->Perennial [Type],Type,99.0225,46.975,155
CanESM2,rcp45,2091,AGRICULTURAL CHANGE: Perennial->Annual [Type],Type,7.149870801033591,1,18
CanESM2,rcp45,2091,AGRICULTURAL CONTRACTION,Group,103.47,61.975,208
CanESM2,rcp45,2091,AGRICULTURAL CONTRACTION: Annual->Forest [Type],Type,11.1125,2,27
CanESM2,rcp45,2091,AGRICULTURAL CONTRACTION: Annual->Grassland [Type],Type,54.04,24.975,120.05999999999995
CanESM2,rcp45,2091,AGRICULTURAL CONTRACTION: Annual->Shrubland [Type],Type,10.666666666666666,2,25
CanESM2,rcp45,2091,AGRICULTURAL CONTRACTION: Annual->Wetland [Type],Type,9.691729323308271,3,20.060000000000002
CanESM2,rcp45,2091,AGRICULTURAL CONTRACTION: Perennial->Forest [Type],Type,2.273381294964029,1,6.689999999999998
CanESM2,rcp45,2091,AGRICULTURAL CONTRACTION: Perennial->Grassland [Type],Type,14.21882951653944,1,46
CanESM2,rcp45,2091,AGRICULTURAL CONTRACTION: Perennial->Shrubland [Type],Type,2.4590747330960854,1,6
CanESM2,rcp45,2091,AGRICULTURAL CONTRACTION: Perennial->Wetland [Type],Type,1.4948979591836735,1,4
CanESM2,rcp45,2091,AGRICULTURAL EXPANSION,Group,143.9475,46.975,234.02999999999997
CanESM2,rcp45,2091,AGRICULTURAL EXPANSION: Forest->Annual [Type],Type,14.5375,3,35
CanESM2,rcp45,2091,AGRICULTURAL EXPANSION: Forest->Perennial [Type],Type,14.5325,3,33
CanESM2,rcp45,2091,AGRICULTURAL EXPANSION: Grassland->Annual [Type],Type,43.1075,10,71
CanESM2,rcp45,2091,AGRICULTURAL EXPANSION: Grassland->Perennial [Type],Type,43.5125,10,76
CanESM2,rcp45,2091,AGRICULTURAL EXPANSION: Shrubland->Annual [Type],Type,10.152882205513784,2,22
CanESM2,rcp45,2091,AGRICULTURAL EXPANSION: Shrubland->Perennial [Type],Type,10.451127819548873,2,22
CanESM2,rcp45,2091,AGRICULTURAL EXPANSION: Wetland->Annual [Type],Type,4.0186170212765955,1,8
CanESM2,rcp45,2091,AGRICULTURAL EXPANSION: Wetland->Perennial [Type],Type,4.223118279569892,1,9
CanESM2,rcp45,2091,FIRE,Group,2494.8261964735516,1462,3496.7200000000003
CanESM2,rcp45,2091,FIRE: Forest,Group,1867.6475,983.6500000000001,2713.33
CanESM2,rcp45,2091,FIRE: Forest High Severity [Type],Type,189.69,97.95,276.03
CanESM2,rcp45,2091,FIRE: Forest Low Severity [Type],Type,1251.6675,671.6750000000001,1844.09
CanESM2,rcp45,2091,FIRE: Forest Medium Severity [Type],Type,426.29,217.975,619.2699999999998
CanESM2,rcp45,2091,FIRE: Grassland,Group,334.7275,137.92499999999998,584.06
CanESM2,rcp45,2091,FIRE: Grassland High Severity [Type],Type,34.345,14,62
CanESM2,rcp45,2091,FIRE: Grassland Low Severity [Type],Type,224.54,90.95000000000002,393.03
CanESM2,rcp45,2091,FIRE: Grassland Medium Severity [Type],Type,75.8425,30,136.05999999999995
CanESM2,rcp45,2091,FIRE: High Severity,Group,253.8,147.925,353.14999999999986
CanESM2,rcp45,2091,FIRE: Low Severity,Group,1674.142857142857,968.9,2349.18
CanESM2,rcp45,2091,FIRE: Medium Severity,Group,569.73,336.875,802.1199999999999
CanESM2,rcp45,2091,FIRE: Shrubland,Group,296.1575,139.975,485
CanESM2,rcp45,2091,FIRE: Shrubland High Severity [Type],Type,29.765,12,53.02999999999997
CanESM2,rcp45,2091,FIRE: Shrubland Low Severity [Type],Type,198.795,92.975,326.03
CanESM2,rcp45,2091,FIRE: Shrubland Medium Severity [Type],Type,67.5975,29.950000000000003,116
CanESM2,rcp45,2091,HARVEST,Group,724.95,247.75,1140.09
CanESM2,rcp45,2091,INSECTS,Group,8016.536340852131,963.8,14954.78
CanESM2,rcp45,2091,INSECTS: High Severity [Type],Type,417.17994858611826,53.800000000000004,793.8000000000001
CanESM2,rcp45,2091,INSECTS: Low Severity [Type],Type,7566.372093023256,1269.65,14509.360000000004
CanESM2,rcp45,2091,INSECTS: Medium Severity [Type],Type,270.44072164948454,76.675,497.1199999999999
CanESM2,rcp45,2091,MANAGEMENT: Forest Clearcut [Type],Type,411.24,158.97500000000002,647
CanESM2,rcp45,2091,MANAGEMENT: Forest Thinning [Type],Type,313.71,88.94999999999999,517.1499999999999
CanESM2,rcp45,2091,MANAGEMENT: Orchard Removal [Type],Type,581.8825,235.9,939
CanESM2,rcp45,2091,URBANIZATION,Group,80.305,3,319.03
CanESM2,rcp45,2091,URBANIZATION: Annual->Developed [Type],Type,19.104591836734695,1,56
CanESM2,rcp45,2091,URBANIZATION: Forest->Developed [Type],Type,14.511494252873563,1,72.3599999999999
CanESM2,rcp45,2091,URBANIZATION: Grassland->Developed [Type],Type,14.332446808510639,1,54.75
CanESM2,rcp45,2091,URBANIZATION: Perennial->Developed [Type],Type,19.008,1,59.77999999999997
CanESM2,rcp45,2091,URBANIZATION: Shrubland->Developed [Type],Type,20.410876132930515,1,67.19999999999993
CanESM2,rcp45,2091,URBANIZATION: Wetland->Developed [Type],Type,1.9375,1,6
CanESM2,rcp45,2092,AGRICULTURAL CHANGE,Group,107.56,55.975,163
CanESM2,rcp45,2092,AGRICULTURAL CHANGE: Annual->Perennial [Type],Type,100.9275,49.975,155
CanESM2,rcp45,2092,AGRICULTURAL CHANGE: Perennial->Annual [Type],Type,6.802564102564102,1,18
CanESM2,rcp45,2092,AGRICULTURAL CONTRACTION,Group,109.4175,63,228
CanESM2,rcp45,2092,AGRICULTURAL CONTRACTION: Annual->Forest [Type],Type,11.214646464646465,2,27.149999999999977
CanESM2,rcp45,2092,AGRICULTURAL CONTRACTION: Annual->Grassland [Type],Type,59.7125,23.975,136.02999999999997
CanESM2,rcp45,2092,AGRICULTURAL CONTRACTION: Annual->Shrubland [Type],Type,11.0375,1.9750000000000014,25
CanESM2,rcp45,2092,AGRICULTURAL CONTRACTION: Annual->Wetland [Type],Type,10.4525,3,22
CanESM2,rcp45,2092,AGRICULTURAL CONTRACTION: Perennial->Forest [Type],Type,2.2794117647058822,1,6
CanESM2,rcp45,2092,AGRICULTURAL CONTRACTION: Perennial->Grassland [Type],Type,13.286802030456853,1,43.20999999999998
CanESM2,rcp45,2092,AGRICULTURAL CONTRACTION: Perennial->Shrubland [Type],Type,2.4494773519163764,1,7
CanESM2,rcp45,2092,AGRICULTURAL CONTRACTION: Perennial->Wetland [Type],Type,1.5944444444444446,1,3
CanESM2,rcp45,2092,AGRICULTURAL EXPANSION,Group,144.31,45,230
CanESM2,rcp45,2092,AGRICULTURAL EXPANSION: Forest->Annual [Type],Type,15.163316582914574,3,32.089999999999975
CanESM2,rcp45,2092,AGRICULTURAL EXPANSION: Forest->Perennial [Type],Type,15.4275,3,33.02999999999997
CanESM2,rcp45,2092,AGRICULTURAL EXPANSION: Grassland->Annual [Type],Type,43.495,10,71
CanESM2,rcp45,2092,AGRICULTURAL EXPANSION: Grassland->Perennial [Type],Type,42.655,10,71.02999999999997
CanESM2,rcp45,2092,AGRICULTURAL EXPANSION: Shrubland->Annual [Type],Type,10.240601503759398,2,21
CanESM2,rcp45,2092,AGRICULTURAL EXPANSION: Shrubland->Perennial [Type],Type,9.92,2,22
CanESM2,rcp45,2092,AGRICULTURAL EXPANSION: Wetland->Annual [Type],Type,4.064690026954178,1,9
CanESM2,rcp45,2092,AGRICULTURAL EXPANSION: Wetland->Perennial [Type],Type,4.021505376344086,1,9
CanESM2,rcp45,2092,FIRE,Group,1941.405,1008.5250000000001,2763
CanESM2,rcp45,2092,FIRE: Forest,Group,1443.9899749373433,659.2500000000001,2183.2599999999998
CanESM2,rcp45,2092,FIRE: Forest High Severity [Type],Type,146.6075,59.95,222.08999999999992
CanESM2,rcp45,2092,FIRE: Forest Low Severity [Type],Type,968.6625,437.95000000000005,1470.5399999999995
CanESM2,rcp45,2092,FIRE: Forest Medium Severity [Type],Type,330.445,147.8,512.03
CanESM2,rcp45,2092,FIRE: Grassland,Group,284.46,125.975,536.0899999999999
CanESM2,rcp45,2092,FIRE: Grassland High Severity [Type],Type,29.3425,11,58
CanESM2,rcp45,2092,FIRE: Grassland Low Severity [Type],Type,190.1,81.95,359.05999999999995
CanESM2,rcp45,2092,FIRE: Grassland Medium Severity [Type],Type,65.0175,25,131.05999999999995
